Organization/Person Name,Organization/Person Name URL,Investor Type,Number of Investments,Number of Exits,Location,Investment Stage,Description,Regions,Founded Date,Founded Date Precision,Website,LinkedIn,Number of Portfolio Organizations,Number of Lead Investments,Number of Exits (IPO)
Start Capital,https://www.crunchbase.com/organization/start-capital,"Angel Group, Venture Capital",22,5,"London, England, United Kingdom","Early Stage Venture, Seed",Start Capital is a global venture capital company specialized in seed- and early-stage investments.,"Europe, Middle East, and Africa (EMEA)",2010-01-01,year,http://start-capital.com,https://www.linkedin.com/company/start-capital/,21,1,
Artemis,https://www.crunchbase.com/organization/artemis,Venture Capital,22,12,"London, England, United Kingdom","Early Stage Venture, Late Stage Venture, Post-Ipo, Venture","Artemis is a UK–based fund manager that offers a range of funds which invest in the UK, Europe, the USA, and around the world.","Europe, Middle East, and Africa (EMEA)",1997-01-01,year,http://www.artemisonline.co.uk,https://www.linkedin.com/company/artemis-investment-management,18,4,6
Allegro Capital,https://www.crunchbase.com/organization/allegro-capital,Venture Capital,22,6,"London, England, United Kingdom","Early Stage Venture, Seed",Allegro Capital is a London-based venture capital and advisory firm focused on angel and seed-stage startups.,"Europe, Middle East, and Africa (EMEA)",2000-01-01,year,http://www.allegro-capital.com/,https://www.linkedin.com/company/allegro-capital/about/,22,,1
Anthemis Exponential Ventures,https://www.crunchbase.com/organization/anthemis-exponential-ventures,Venture Capital,22,2,"London, England, United Kingdom","Early Stage Venture, Seed",Anthemis Exponential Ventures invests in and supports innovative startups that focus on technology and digital transformation.,"Europe, Middle East, and Africa (EMEA)",,,,,14,5,
Prefcap,https://www.crunchbase.com/organization/prefcap,Venture Capital,22,3,"London, England, United Kingdom","Early Stage Venture, Seed",Backing B2B Software companies in Europe with bitesized funding between Seed and Series B,"Europe, Middle East, and Africa (EMEA)",2019-01-01,year,http://www.prefcap.vc,https://uk.linkedin.com/company/adgprefcap,22,1,
Simple.capital,https://www.crunchbase.com/organization/simple-capital-3712,"Private Equity Firm, Venture Capital",22,1,"Englefield Green, Surrey, United Kingdom",Early Stage Venture,Simple.capital investing in early stage hyper-growth companies is reserved for the elite.,"Europe, Middle East, and Africa (EMEA)",2020-01-01,year,https://simple.capital/,https://www.linkedin.com/company/simple-capital-partners/,22,,
Meridian Growth Capital,https://www.crunchbase.com/organization/meridian-growth-capital,Venture Capital,22,6,"Southampton, Southampton, United Kingdom","Early Stage Venture, Seed",Meridian Growth Capital Invests in entrepreneurial businesses and backing management.,"Europe, Middle East, and Africa (EMEA)",2009-01-01,year,https://www.meridiangc.com/,https://www.linkedin.com/company/meridian-growth-capital-llp/,21,12,
4BIO Capital,https://www.crunchbase.com/organization/4bio-capital-partners,Venture Capital,22,6,"London, England, United Kingdom","Early Stage Venture, Late Stage Venture, Post-Ipo, Seed",4BIO Capital is a specialist fund focused on investing in and building early stage advanced therapy companies,"Europe, Middle East, and Africa (EMEA)",2014-12-01,day,http://www.4biocapital.com,https://www.linkedin.com/company/4bio-capital-partners,17,9,5
Saffron Hill Ventures,https://www.crunchbase.com/organization/saffron-hill-ventures,Venture Capital,22,10,"London, England, United Kingdom",Early Stage Venture,Saffron Hill Ventures is a venture capital firm that specializes its services in the technology sector.,"Europe, Middle East, and Africa (EMEA)",2000-01-01,year,http://www.saffronhill.com,https://www.linkedin.com/company/saffron-hill-ventures/,15,4,4
The Capital Fund,https://www.crunchbase.com/organization/the-capital-fund,Venture Capital,22,6,"London, England, United Kingdom",Late Stage Venture,"The Capital Fund is a £50 million venture capital fund that backs fast-growing, small, and medium-sized enterprises (SMEs).","Europe, Middle East, and Africa (EMEA)",,,http://www.thecapitalfund.co.uk,,18,10,
Veg Capital,https://www.crunchbase.com/organization/veg-capital,Venture Capital,22,2,"Loughborough, Leicestershire, United Kingdom","Early Stage Venture, Seed",Veg Capital provides early-stage capital to companies striving to replace the use of animals in the food system.,"Europe, Middle East, and Africa (EMEA)",2020-01-01,year,https://vegcapital.co.uk/,https://www.linkedin.com/company/vegcapital/,18,11,
SYSTEMIQ,https://www.crunchbase.com/organization/systemiq,Venture Capital,21,3,"London, England, United Kingdom",,"SYSTEMIQ supports disruptive early-stage digital/technology ventures with the potential to transform systems in the circular economy, energy","Europe, Middle East, and Africa (EMEA)",2016-04-01,month,https://www.systemiq.earth/investing,https://www.linkedin.com/company/systemiq,14,3,
Northern Gritstone,https://www.crunchbase.com/organization/northern-gritstone,Venture Capital,21,1,"Leeds, Leeds, United Kingdom","Early Stage Venture, Late Stage Venture, Seed, Venture","Northern Gritstone is an investment firm focused on investing in advanced materials, energy, health technology and cognitive computation.","Europe, Middle East, and Africa (EMEA)",2020-01-01,year,https://northern-gritstone.com/,https://www.linkedin.com/company/northern-gritstone/,21,13,
KHP Ventures,https://www.crunchbase.com/organization/khp-ventures,"Private Equity Firm, Venture Capital",21,,"London, England, United Kingdom","Early Stage Venture, Seed, Venture",KHP Ventures is an investment firm that provides innovative ideas for healthcare.,"Europe, Middle East, and Africa (EMEA)",2021-01-01,year,https://khpventures.com,https://www.linkedin.com/company/khp-ventures,18,2,
ODBA,https://www.crunchbase.com/organization/odba-co-ventures,Venture Capital,21,1,"London, England, United Kingdom","Convertible Note, Early Stage Venture, Seed",ODBA is an early stage venture capital firm,"Europe, Middle East, and Africa (EMEA)",2021-05-01,day,https://odba.vc/,https://www.linkedin.com/company/odbavc,15,3,
Counteract,https://www.crunchbase.com/organization/counteract,Venture Capital,21,,"London, England, United Kingdom","Early Stage Venture, Seed",Catalysing the carbon removal our world will need,"Europe, Middle East, and Africa (EMEA)",2020-01-01,year,https://counteract.vc,https://www.linkedin.com/company/wecounteract/,15,9,
ETFS Capital,https://www.crunchbase.com/organization/etfs-capital,Venture Capital,21,2,"London, England, United Kingdom","Early Stage Venture, Seed, Venture",ETFS Capital is an investment company that provides securities of monetary facts and administration sectors.,"Europe, Middle East, and Africa (EMEA)",2018-01-01,year,https://www.etfscapital.com/,https://www.linkedin.com/company/etfs-capital/,17,11,
Tangram Partners Limited,https://www.crunchbase.com/organization/cqrs-limited,"Angel Group, Family Investment Office, Investment Bank, Syndicate, Venture Capital",21,1,"London, England, United Kingdom","Crowdfunding, Debt, Early Stage Venture, Non Equity Assistance, Seed, Venture","Angel, Venture, Financial Services, Services, Legal, Venture Capital, Strategy, Professional Services, HR, Corp Finance, Mentoring, Series A","Europe, Middle East, and Africa (EMEA)",2013-01-01,year,http://cqrslimited.com/,https://www.linkedin.com/company/cqrs-limited/about/?viewAsMember=true,11,7,
Conduit Ventures,https://www.crunchbase.com/organization/conduit-ventures,Venture Capital,21,8,"London, England, United Kingdom","Early Stage Venture, Late Stage Venture, Venture",Conduit Ventures is an independent fund manager that invests capital in high growth companies worldwide.,"Europe, Middle East, and Africa (EMEA)",2001-01-01,year,http://www.conduit-ventures.com,https://www.linkedin.com/company/conduit-ventures,18,4,2
ProVen VCT,https://www.crunchbase.com/organization/proven-vct,"Private Equity Firm, Venture Capital",21,15,"London, England, United Kingdom",,ProVen VCT is a consultant and an independent financial adviser.,"Europe, Middle East, and Africa (EMEA)",1996-01-01,year,http://www.provenvcts.co.uk/,https://www.linkedin.com/company/proven-vct-plc,21,1,2
Round Hill Ventures,https://www.crunchbase.com/organization/roundhillventures,Venture Capital,21,2,"London, England, United Kingdom","Early Stage Venture, Late Stage Venture, Seed, Venture",Round Hill Ventures is a financial services company that specializes in the fields of venture capital and technology investment.,"Europe, Middle East, and Africa (EMEA)",2016-01-01,year,http://roundhill.ventures/,https://www.linkedin.com/company/roundhillventures/,17,3,
Quilam Capital,https://www.crunchbase.com/organization/quilam-capital,"Private Equity Firm, Venture Capital",20,2,"London, England, United Kingdom","Debt, Private Equity, Venture",Quilam Capital provides flexible investment for ventures.,"Europe, Middle East, and Africa (EMEA)",2017-01-01,year,http://www.quilamcapital.com/,https://www.linkedin.com/company/aquilam-capital-limited/,16,10,
Chalfen Ventures,https://www.crunchbase.com/organization/chalfen-ventures-bda7,Venture Capital,20,2,"London, England, United Kingdom","Early Stage Venture, Seed",Chalfen Ventures is an early stage venture capital firm that backs software startups aiming to grow & dominate new and often unusual markets,"Europe, Middle East, and Africa (EMEA)",2018-01-01,year,https://www.chalfenventures.com,https://www.linkedin.com/company/chalfen-ventures/?originalSubdomain=uk,19,9,
Empirical Ventures,https://www.crunchbase.com/organization/empirical-ventures,Venture Capital,20,,"Bristol, Bristol, City of, United Kingdom","Seed, Venture",Empirical Ventures supports innovative approaches to critical problems in the fields of biotechnology and life sciences.,"Europe, Middle East, and Africa (EMEA)",2021-01-01,year,https://www.empiricalventures.vc,https://www.linkedin.com/company/science-angel-syndicate/,17,4,
North East Innovation Fund,https://www.crunchbase.com/organization/north-east-innovation-fund,Venture Capital,20,,"Newcastle Upon Tyne, Newcastle upon Tyne, United Kingdom","Early Stage Venture, Grant, Seed, Venture",North East Innovation Fund looks for strong teams with scalable opportunities .,"Europe, Middle East, and Africa (EMEA)",2018-01-01,year,http://www.northeastfund.org/innovation-fund/,https://www.linkedin.com/company/the-north-east-fund-ltd,17,9,
Eka Ventures,https://www.crunchbase.com/organization/eka-ventures,Venture Capital,20,,"London, England, United Kingdom","Early Stage Venture, Late Stage Venture, Seed","Eka Ventures invests in companies building a more healthy, sustainable and inclusive economy.","Europe, Middle East, and Africa (EMEA)",2018-01-01,year,https://ekavc.com/,https://www.linkedin.com/company/eka-ventures,13,9,
Legal & General Capital,https://www.crunchbase.com/organization/legal-general-capital,Venture Capital,20,4,"London, England, United Kingdom","Early Stage Venture, Late Stage Venture, Private Equity, Seed, Venture",Legal & General Capital (LGC) is the early-stage investment arm of Legal & General Group.,"Europe, Middle East, and Africa (EMEA)",2013-01-01,year,http://www.legalandgeneralcapital.com/,https://www.linkedin.com/company/legal-general-capital/?originalSubdomain=uk,16,13,
Apposite Capital,https://www.crunchbase.com/organization/apposite-capital,Venture Capital,20,6,"London, England, United Kingdom","Early Stage Venture, Late Stage Venture, Private Equity, Venture",Apposite Capital is a London-based investment firm focused on healthcare services and life sciences companies.,"Europe, Middle East, and Africa (EMEA)",2006-01-01,year,http://www.appositecapital.com,http://www.linkedin.com/company/apposite-capital,14,11,2
New Wave (VC),https://www.crunchbase.com/organization/new-wave-6e35,Venture Capital,20,1,"London, England, United Kingdom","Early Stage Venture, Seed","New Wave is a seed only fund, whose purpose is to back the next generation of successful European founders.","Europe, Middle East, and Africa (EMEA)",2020-01-01,year,https://www.newwave.vc/,https://www.linkedin.com/company/new-wave-vc,15,7,
The Craftory,https://www.crunchbase.com/organization/the-craftory,Venture Capital,20,1,"London, England, United Kingdom","Convertible Note, Early Stage Venture, Late Stage Venture, Venture",The Craftory is an investment fund that focuses on cause-driven CPG brands.,"Europe, Middle East, and Africa (EMEA)",2018-04-01,month,https://thecraftory.io,https://www.linkedin.com/company/thecraftory/,15,14,
Apollo Crypto,https://www.crunchbase.com/organization/apollo-capital-management,Venture Capital,20,,"Stafford, Staffordshire, United Kingdom","Early Stage Venture, Seed, Venture",Apollo Crypto operates as a crypto asset investment firm.,"Europe, Middle East, and Africa (EMEA)",1990-01-01,year,https://www.apollocap.io,https://www.linkedin.com/company/apollo-capital-management/,17,3,
