Funding ID,Organization Name,Funding Type,Money Raised,Announced Date,Lead Investors,Number of Investors,Investor Names,Company ID
006419,Tomorrow University of Applied Sciences,Series A,9300000.0,2023-06-12,Educapital,15.0,"['4P Capital', 'Daniel Jung', 'Educapital', 'Emerge', 'Jan Lynn-Matern', 'Lin Gong Deutschmann', 'Mario Barosevcic', 'Mediahuis', 'Nikolaus D. Bayer', 'Ralf Reichert', 'Redstone.VC', 'Sparkmind.vc', 'Thomas Maidorfer', 'Verena Pausder', 'Zanichelli Venture']",000000
006420,topshelf,Pre-Seed,100000.0,2023-11-27,,1.0,['Antler'],000000
006421,traide AI,Seed,,2023-08-29,HTGF | High-Tech Gruenderfonds,6.0,"['Bool Capital', 'HTGF | High-Tech Gruenderfonds', 'Prequel Ventures', 'Roland Fassauer', ""Smart Infrastructure Ventures ('SIVentures')"", 'Thomas Bachem']",000000
006422,TransactionLink,Seed,5000000.0,2023-10-11,White Star Capital,2.0,"['Target Global', 'White Star Capital']",000000
006423,trawa,Seed,,2023-12-22,Magnetic Capital,1.0,['Magnetic Capital'],000000
006424,trawa,Pre-Seed,2400000.0,2023-03-07,"Magnetic Capital, Speedinvest",12.0,"['Alexandre Berriche', 'Anna Alex', 'Julian Teicke', 'Kai Klapdor', 'Magnetic Capital', 'Matthias Ernst', 'Maximilian Both', 'Moritz Poewe', 'Speedinvest', 'The Delta', 'Tiny VC', 'Tobias Schuett']",000000
006425,truemetrics,Seed,,2023-07-01,,2.0,"['Pioneer Fund', 'Y Combinator']",000000
006426,TrustSpace,Pre-Seed,,2023-02-06,,1.0,['Jens Wasel'],000000
006427,Tupu,Seed,3000000.0,2023-10-31,"FoodLabs, Zubi Capital",8.0,"['Clear Current Capital', 'Coast Capital Savings', 'FoodHack', 'FoodLabs', 'Gil Horsky', 'IT-Farm', 'Roger Hassan', 'Zubi Capital']",000000
006428,Tupu,Pre-Seed,,2023-01-18,,1.0,['IT-Farm'],000000
006429,twinwin,Seed,645000.0,2023-05-31,,,[''],000000
006430,Typst,Pre-Seed,,2023-05-01,,1.0,['EWOR'],000000
006431,U.A. Fabrica,Seed,,2023-01-01,,1.0,['Avalon Wealth Club'],000000
006432,Ultimate,Pre-Seed,,2023-01-01,,1.0,['Inflection.xyz'],001060
006433,UnitPlus,Seed,,2023-04-05,,8.0,"['Benedikt Franke', 'Brigitte Zypries', 'Exxeta Ventures', 'Katrin Stark', 'Martin Zielke', 'Material Ventures', 'Patrick Hennig', 'Philipp Berger']",000000
006434,Unnbound,Pre-Seed,1500000.0,2023-12-01,,1.0,['42CAP'],000000
006435,Upvest,Venture - Series Unknown,30000000.0,2023-10-11,,8.0,"['10x Group', 'ABN AMRO Ventures', 'Bessemer Venture Partners', 'BlackRock', 'Earlybird Venture Capital', 'HV Capital', 'Notion Capital', 'Partech']",001066
006436,Urban Challenger,Pre-Seed,60000.0,2023-09-19,Janna Ensthaler,1.0,['Janna Ensthaler'],001067
006437,Urban Sports Club,Venture - Series Unknown,95000000.0,2023-12-14,Verdane,4.0,"['b2venture', 'HV Capital', 'ProSiebenSat.1 Media', 'Verdane']",000000
006438,UseCodify,Pre-Seed,21000.0,2023-08-24,,,[''],000000
006439,Vamo,Seed,3000000.0,2023-09-27,,7.0,"['Caesar Ventures', 'Hanno Heintzenberg', 'Max Schroeren', 'Neosfer', 'Realyze Ventures', 'Tobias Schuett', 'Valentin Sawadski']",000000
006440,VANATU,Convertible Note,50000.0,2023-08-10,,1.0,['Hans Heinke'],000000
006441,Vantik,Venture - Series Unknown,,2023-01-01,,1.0,['Polymath Digital'],000000
006442,VARM,Pre-Seed,1050000.0,2023-10-09,"Foundamental, noa",2.0,"['Foundamental', 'noa']",000000
006443,Veecle,Seed,2600000.0,2023-11-23,Relay Ventures,4.0,"['F-LOG Ventures', 'IBB Ventures', 'Plug and Play', 'Relay Ventures']",000000
006444,VERA,Pre-Seed,,2023-11-01,,1.0,['BEAT DROP'],000000
006445,Vertama,Seed,,2023-07-12,"Berlin Angel Fund, HTGF | High-Tech Gruenderfonds",2.0,"['Berlin Angel Fund', 'HTGF | High-Tech Gruenderfonds']",001086
006446,Vestlane,Pre-Seed,,2023-09-01,,,[''],000000
006447,Viva Maia,Angel,150000.0,2023-04-18,Nils Glagau,1.0,['Nils Glagau'],000000
006448,WAANDA,Convertible Note,,2023-05-15,Fast Track Malmo,1.0,['Fast Track Malmo'],000000
006449,Wandra,Grant,140000.0,2023-11-20,,,[''],000000
006450,Wandra,Convertible Note,300000.0,2023-12-02,,,[''],000000
006451,Watergenics,Seed,,2023-01-01,,3.0,"['Echo River Capital', 'Sustainable Impact Capital & Holding', 'Wilbe Capital']",001101
006452,We Do Solar,Seed,,2023-03-01,,,[''],000000
006453,Webme,Seed,,2023-08-01,,1.0,['MyBey Ventures'],000000
006454,Weflow,Seed,3200000.0,2023-07-07,Gradient,6.0,"['Andreas Bodczek', 'Bo Pedersen', 'Cherry Ventures', 'Christian Edler', 'Gradient', 'Hello World']",000000
006455,wefox,Convertible Note,55000000.0,2023-11-03,"Deutsche Bank, UniCredit",2.0,"['Deutsche Bank', 'UniCredit']",001103
006456,wefox,Series D,55000000.0,2023-05-17,Squarepoint Capital,1.0,['Squarepoint Capital'],001103
006457,Wholey,Seed,6000000.0,2023-03-04,Tengelmann Ventures,4.0,"['Anne Lemcke', 'Feast Ventrues', 'Stefan Lemcke', 'Tengelmann Ventures']",001107
006458,WINQS,Seed,24000000.0,2023-09-18,,5.0,"['Bigemon', 'iKAT', 'N1', 'Sofia Angels Ventures', 'Tomas Sommer']",000000
006459,wondder,Angel,500000.0,2023-05-12,,2.0,"['allygatr', 'AQAL Integral Investing']",001110
006460,Wonnda,Pre-Seed,1000000.0,2023-05-31,Pitchdrive,5.0,"['Céline Flores Willers', 'Gernot Singer', 'IBB Ventures', 'Pitchdrive', 'Roi Ventures']",000000
006461,World,Series C,115000000.0,2023-05-25,Blockchain Capital,5.0,"['a16z crypto', 'Bain Capital Crypto', 'Blockchain Capital', 'Distributed Global', 'G42']",001114
006462,World Fund,Venture - Series Unknown,50000000.0,2023-09-08,,2.0,"['Ignitis group', 'KfW Capital']",000000
006463,Wunderpen,Seed,,2023-06-07,Schürfeld Group,1.0,['Schürfeld Group'],001116
006464,x-cardiac,Seed,,2023-05-24,,1.0,['IBB Ventures'],000000
006465,XbyX® – Women in Balance,Seed,,2023-01-25,ECONA AG,2.0,"['Auxxo', 'ECONA AG']",001120
006466,xolo,Series A,8000000.0,2023-02-20,,5.0,"['DeepTech & Climate Fonds', 'Frank Carsten Herzog', 'HZG Group', 'Kerstin Herzog', 'Onsight Ventures']",001122
006467,Yepoda,Series A,,2023-11-20,JamJar Investments,4.0,"['Chris Good', 'JamJar Investments', 'Slingshot Ventures', 'V3 ventures']",001127
006468,zebrapass,Pre-Seed,89000.0,2023-01-01,Bosch,1.0,['Bosch'],000000
006469,Zeedz,Seed,950000.0,2023-10-16,,5.0,"['Carsten Maschmeyer', 'Dagmar Wöhrl', 'Nils Glagau', 'Ralf Dummel', 'Tillman Schulz']",000000
006470,zero44,Seed,2500000.0,2023-05-25,Atlantic Labs,3.0,"['Atlantic Labs', 'Innoport', 'STARTHUB VENTURES']",000000
006471,zinehub,Pre-Seed,,2023-10-01,Antler,1.0,['Antler'],000000
006472,_blaenk,Series A,1000000.0,2020-11-04,MA Ventures,4.0,"['AC+X Strategic Investments', 'BitStone Capital', 'Founders Factory', 'MA Ventures']",000000
006473,aedifion,Seed,,2020-02-07,,1.0,['BitStone Capital'],001192
006474,aiconix GmbH,Private Equity,275000.0,2020-08-28,,3.0,"['Jens Schumann', 'Kim Nis Neuhauss', 'Ragnar Kruse']",001193
006475,aptone,Grant,105000.0,2020-12-01,,,[''],000000
006476,b.fab,Grant,,2020-03-03,,1.0,['German Federal Ministry of Education and Research'],001197
006477,BAVARVA AND COMPANY,Private Equity,10000000.0,2020-01-05,Sagar Ratilal Bavarva,1.0,['Sagar Ratilal Bavarva'],000000
006478,Bavarva Flock Limited,Venture - Series Unknown,20000000.0,2020-01-05,,,[''],000000
006479,Brickspaces,Series A,1000000.0,2020-11-04,,,[''],000000
006480,candidate select,Grant,563000.0,2020-01-01,,,[''],001206
006481,Certif-ID International GmbH,Pre-Seed,,2020-03-01,TÜV 1 GmbH,1.0,['TÜV 1 GmbH'],000000
006482,CHRONEXT,Series E,65000000.0,2020-02-26,Slingshot Ventures,7.0,"['Capnamic Ventures', 'Endeit Capital', 'NRW.BANK', 'Octopus Ventures', 'Partech', 'Slingshot Ventures', 'TEV Ventures']",000000
006483,epilot,Series A,,2020-02-11,Enercity,1.0,['Enercity'],001218
006484,how.fm,Seed,2800000.0,2020-07-14,,2.0,"['Capnamic Ventures', 'Kindred Capital']",001230
006485,JUMiNGO,Angel,1000000.0,2020-03-20,Tim Schumacher,3.0,"['Arno Nonnen', 'Ryan Hood', 'Tim Schumacher']",001232
006486,Lumoview Building Analytics,Convertible Note,,2020-10-07,NRW.BANK,1.0,['NRW.BANK'],001238
006487,mecorad,Pre-Seed,,2020-03-17,FTTF,1.0,['FTTF'],001240
006488,medlink,Pre-Seed,50000.0,2020-02-05,APX,1.0,['APX'],001241
006489,metru,Seed,200000.0,2020-10-03,,,[''],001243
006490,MINDZEIT®,Seed,,2020-08-18,,1.0,['InsurLab Germany'],001245
006491,Next Kraftwerke,Grant,,2020-07-14,BloombergNEF,1.0,['BloombergNEF'],000000
006492,ONIQ,Pre-Seed,425000.0,2020-10-01,,,[''],000000
006493,Pinkbus,Pre-Seed,,2020-03-26,Venista Ventures,1.0,['Venista Ventures'],001253
006494,qibb,Seed,,2020-01-01,,1.0,['RSBG Ventures'],000000
006495,Sastrify,Pre-Seed,1300000.0,2020-12-01,,2.0,"['Discovery Ventures', 'TS Ventures']",000000
006496,SoSafe,Seed,,2020-07-22,Global Founders Capital,2.0,"['Acton Capital', 'Global Founders Capital']",001266
006497,Sunvigo,Seed,500000.0,2020-10-12,"HTGF | High-Tech Gruenderfonds, Übermorgen Ventures",4.0,"['Arndt Neuhaus', 'Ecosummit', 'HTGF | High-Tech Gruenderfonds', 'Übermorgen Ventures']",000000
006498,The Good Workshop,Pre-Seed,,2020-07-15,S. B.,1.0,['S. B.'],001269
006499,TONI CORE,Pre-Seed,,2020-07-21,,2.0,"['Robert Ermich', 'Sebastian Johnston']",000000
006500,UBIRCH,Seed,,2020-03-23,,2.0,"['Hubraum', 'NRW.BANK']",000000
006501,UNBIND,Seed,,2020-11-11,,1.0,['HTGF | High-Tech Gruenderfonds'],001271
006502,42 Watt,Seed,,2024-01-15,Eneco Ventures,3.0,"['BonVenture', 'Eneco Ventures', 'PT1']",000000
006503,All3DP GmbH,Venture - Series Unknown,,2024-09-24,HZG Group,4.0,"['Bayern Kapital', 'Deutsche Balaton', 'HTGF | High-Tech Gruenderfonds', 'HZG Group']",000000
006504,allO,Seed,5000000.0,2024-07-09,The Twenty Minute VC,10.0,"['20Growth', '20Product', 'Claire Hughes Johnson', 'Daniel Khachab', 'Keen Venture Partners', 'Mario Götze', 'Martin Enderle', 'Navid Hadzaad', 'Pat Cummins', 'The Twenty Minute VC']",000000
006505,BayWa,Post-IPO Debt,500000000.0,2024-09-29,,,[''],000000
006506,BestCase,Seed,,2024-10-07,Techsoft Invest,1.0,['Techsoft Invest'],000000
006507,BiMA,Pre-Seed,100000.0,2024-02-10,,1.0,['Antler'],000000
006508,bitsCrunch,Series A,2400000.0,2024-01-23,"Cypher Capital, HashKey Capital",7.0,"['Chainlink', 'CoinSwitch', 'Cypher Capital', 'Gate.io', 'HashKey Capital', 'Legends Group', 'NxGen.xyz']",000000
006509,BOX ID Systems,Seed,3500000.0,2024-02-01,KPN Ventures,8.0,"['Bayern Kapital', 'BayStartUP', 'Georg Hofer', 'HTGF | High-Tech Gruenderfonds', 'Jackson Bond', 'KPN Ventures', 'Ulrich Mueller-Menrad', 'Wille Finance']",000031
006510,Building Radar,Venture - Series Unknown,6500000.0,2024-10-07,Socii Capital,1.0,['Socii Capital'],000000
006511,Buycycle,Venture - Series Unknown,,2024-02-20,Blossom Capital,1.0,['Blossom Capital'],000000
006512,Cerabyte,Grant,,2024-12-17,EIC Accelerator,1.0,['EIC Accelerator'],000000
006513,Cerabyte,Seed,,2024-07-15,EIC Accelerator,1.0,['EIC Accelerator'],000000
006514,Cerabyte,Grant,,2024-07-15,EIC Accelerator,1.0,['EIC Accelerator'],000000
006515,CoCrafter,Pre-Seed,1700000.0,2024-03-01,Y Combinator,1.0,['Y Combinator'],000000
006516,Connected Crafts,Pre-Seed,,2024-03-07,REHAU New Ventures,1.0,['REHAU New Ventures'],000000
006517,Crafthunt,Seed,3000000.0,2024-06-04,"Redstone.VC, UVC Partners",3.0,"['Redstone.VC', 'Stefan Rothlehner', 'UVC Partners']",000000
006518,cureVision,Seed,1100000.0,2024-03-28,Luminate,1.0,['Luminate'],000000
006519,deepc,Series A,13000000.0,2024-07-25,"Bertelsmann Investments, Sofinnova Partners",5.0,"['Bertelsmann Investments', 'KHP Ventures', 'Sofinnova Partners', 'SwissHealth Ventures', 'Winning Mindset Ventures']",000057
006520,Edurino,Convertible Note,,2024-08-28,,1.0,['FJ Labs'],000000
006521,EGYM,Series G,200000000.0,2024-09-24,"L Catterton, Meritech Capital Partners",2.0,"['L Catterton', 'Meritech Capital Partners']",000000
006522,Eisbach Bio,Grant,4750000.0,2024-11-26,Cancer Prevention and Research Institute of Texas,1.0,['Cancer Prevention and Research Institute of Texas'],000062
006523,Eisbach Bio,Venture - Series Unknown,4500000.0,2024-03-21,Cancer Focus Fund,1.0,['Cancer Focus Fund'],000062
006524,enna,Seed,,2024-11-20,Zwei.7,2.0,"['Twip Impact Ventures', 'Zwei.7']",000000
006525,ExoMatter,Pre-Seed,1700000.0,2024-10-24,Vanagon Ventures,5.0,"['212 NexT', 'Bayern Kapital', 'Bloomhaus Ventures', 'Vanagon Ventures', 'ZAKA VC']",000000
006526,EZE,Venture - Series Unknown,,2024-06-20,Arcus Infrastructure Partners,2.0,"['Arcus Infrastructure Partners', 'DeepTech & Climate Fonds']",000071
006527,fija Finance GmbH,Seed,1200000.0,2024-11-05,,4.0,"['CV VC', 'Heliad AG', 'Keyrock', 'Tenity']",000000
006528,FINN,Series C,100000000.0,2024-01-11,Planet First Partners,6.0,"['HV Capital', 'Korelya Capital', 'Picus Capital', 'Planet First Partners', 'UVC Partners', 'White Star Capital']",000075
006529,FINN,Venture - Series Unknown,1000000.0,2024-04-08,Toloka.vc,1.0,['Toloka.vc'],000075
006530,FlixBus,Private Equity,,2024-07-04,,3.0,"['EQT', 'Kuehne + Nagel', 'Porsche']",000000
006531,Flowers-Software GmbH,Venture - Series Unknown,6000000.0,2024-08-06,"Capmont Technology, LEA Partners",2.0,"['Capmont Technology', 'LEA Partners']",000077
006532,fulfin,Venture - Series Unknown,6600000.0,2024-07-31,Hevella Capital,2.0,"['Hevella Capital', 'Lakeside Invest & Consult']",000080
006533,Golfstrom Energy GmbH,Seed,,2024-09-16,STS Ventures,1.0,['STS Ventures'],000084
006534,GOVECS,Venture - Series Unknown,1600000.0,2024-10-28,Companisto,1.0,['Companisto'],000000
006535,GWS Ventures UG / Virtual Staging Cloud,Pre-Seed,250000.0,2024-03-01,,,[''],000000
006536,Hawk,Series B,100000000.0,2024-06-13,"Macquarie Capital, Rabo Investments",7.0,"['BlackFin Capital Partners', 'Coalition Capital', 'DN Capital', 'Macquarie Capital', 'Picus Capital', 'Rabo Investments', 'Sands Capital Ventures']",000088
006537,hey circle,Seed,1500000.0,2024-01-15,Capacura,5.0,"['Brangs + Heinrich', 'Capacura', 'CK Venture Capital', 'Gateway Ventures', 'Super Angels']",000000
006538,Holoride,Venture - Series Unknown,,2024-12-18,Fuel Ventures Asia,1.0,['Fuel Ventures Asia'],000092
006539,Hula Earth,Pre-Seed,1600000.0,2024-11-13,Point Nine,10.0,"['Climate Founders', 'Earth', 'European Space Agency', 'Florian Hildebrand', 'Kilian Kaminski', 'Lawrence Leuschner', 'Markus Linder', 'Partners in Clime', 'Point Nine', 'Triple Impact Ventures']",000000
006540,Isar Aerospace,Series C,65000000.0,2024-06-20,,12.0,"['10x Group', 'Airbus Ventures', 'Bayern Kapital', 'Besant Capital', 'Earlybird Venture Capital', 'Finadvice Med Holdings', 'G3T', 'Lakestar', 'Leblon Capital', 'LP&E', 'NATO Innovation Fund', 'UVC Partners']",000101
006541,KINNOVIA,Pre-Seed,200000.0,2024-10-01,,,[''],000000
006542,Kiutra,Seed,,2024-07-15,EIC Accelerator,1.0,['EIC Accelerator'],000107
006543,Kiutra,Grant,,2024-07-15,EIC Accelerator,1.0,['EIC Accelerator'],000107
006544,Knorr-Bremse,Post-IPO Debt,1100000000.0,2024-10-24,,,[''],000000
006545,Kranus Health,Series A,4600000.0,2024-03-25,"CapHorn Invest, Future Positive Capital",2.0,"['CapHorn Invest', 'Future Positive Capital']",000000
006546,Laundry Hero,Angel,,2024-07-18,Christopher Obereder,1.0,['Christopher Obereder'],000000
006547,Leeana,Pre-Seed,125000.0,2024-06-03,Norrsken Accelerator,1.0,['Norrsken Accelerator'],000000
006548,Liga der Roboter,Seed,115000.0,2024-03-03,,,[''],000000
006549,Liga der Roboter,Seed,140000.0,2024-09-02,,,[''],000000
006550,LoopID,Pre-Seed,,2024-06-09,Vanagon Ventures,3.0,"['Alchemist Accelerator', 'Joerg Walden', 'Vanagon Ventures']",000000
006551,Loyalift,Pre-Seed,750000.0,2024-12-02,,4.0,"['Bayern Kapital', 'Marc Schuler', 'Scholl Venture Partner', 'Super Angels']",000000
006552,Marvel Fusion,Series B,62800000.0,2024-09-25,HV Capital,6.0,"['b2venture', 'Bayern Kapital', 'Deutsche Telekom', 'HV Capital', 'SPRIN-D', 'Tengelmann Ventures']",000118
006553,Marvel Fusion,Grant,2500000.0,2024-07-15,EIC Accelerator,1.0,['EIC Accelerator'],000118
006554,Marvel Fusion,Venture - Series Unknown,15000000.0,2024-07-15,EIC Accelerator,1.0,['EIC Accelerator'],000118
006555,Meaningful,Pre-Seed,100000.0,2024-03-05,,1.0,['Antler'],000000
006556,Mentessa,Grant,,2024-01-22,EIT Digital,1.0,['EIT Digital'],000121
006557,MOBIKO,Venture - Series Unknown,,2024-04-04,"Bâloise Holding, SFO",2.0,"['Bâloise Holding', 'SFO']",000127
006558,neoshare AG,Venture - Series Unknown,19000000.0,2024-04-22,Volksbanken Raiffeisenbanken.,2.0,"['Pottinger real estate group', 'Volksbanken Raiffeisenbanken.']",000134
006559,neurocare group,Private Equity,16000000.0,2024-04-24,TVM Capital Healthcare,1.0,['TVM Capital Healthcare'],000000
006560,Olivaw Robotics,Pre-Seed,1200000.0,2024-04-08,,2.0,"['Plug and Play', 'Sebastian Winkler von Mohrenfels']",000000
006561,OroraTech,Series B,25000000.0,2024-10-15,"Bayern Kapital, European Circular Bioeconomy Fund, Korys",7.0,"['Ananda Impact Ventures', 'Bayern Kapital', 'ConActivity KG', 'Edaphon', 'European Circular Bioeconomy Fund', 'Findus Venture', 'Korys']",000144
006562,Papayo,Pre-Seed,100000.0,2024-02-10,,1.0,['Antler'],000000
006563,Parkstory,Venture - Series Unknown,1000000.0,2024-10-14,BayBG Venture Capital,1.0,['BayBG Venture Capital'],000000
006564,phelas,Seed,4100000.0,2024-03-05,E44 Ventures,4.0,"['Axon Partners Group', 'BNV Partners', 'E44 Ventures', 'Hubraum']",000000
006565,Pionierkraft,Series A,,2024-10-10,First Imagine! Ventures,2.0,"['EIT InnoEnergy', 'First Imagine! Ventures']",000149
006566,Planet A Foods,Series B,30000000.0,2024-12-05,"Burda Principal Investments, Zintinus",8.0,"['Bayern Kapital', 'BayWa Venture', 'Burda Principal Investments', 'Cherry Ventures', 'Omnes Capital', 'Tengelmann Ventures', 'World Fund', 'Zintinus']",000000
006567,Planet A Foods,Series A,15400000.0,2024-02-01,World Fund,8.0,"['Cherry Ventures', 'Feast Ventrues', 'Fifty Years', 'Mudcake', 'Nucleus Capital', 'Omnes Capital', 'TriplePoint Capital', 'World Fund']",000000
006568,planqc,Series A,30000000.0,2024-07-08,"CATRON Holding, DeepTech & Climate Fonds",6.0,"['Bayern Kapital', 'CATRON Holding', 'DeepTech & Climate Fonds', 'Max Planck Foundation', 'Speedinvest', 'UVC Partners']",000000
006569,planqc,Grant,20000000.0,2024-06-08,German Federal Ministry of Education and Research,1.0,['German Federal Ministry of Education and Research'],000000
006570,Predium,Series A,13000000.0,2024-11-28,Norrsken VC,8.0,"['b2venture', 'Christoph Zoeller', 'Joachim Drees', 'Maximilian Viessmann', 'Mutschler Ventures AG', 'Norrsken VC', 'Reimann Investors', 'UVC Partners']",000000
006571,PROBIS,Series A,,2024-08-13,JLL Spark,2.0,"['JLL Spark', 'SCALEHOUSE Capital']",000000
006572,Proxima Fusion,Grant,6500000.0,2024-10-12,German Federal Ministry of Education and Research,1.0,['German Federal Ministry of Education and Research'],000000
006573,Proxima Fusion,Seed,20000000.0,2024-04-09,redalpine,9.0,"['Bayern Kapital', 'DeepTech & Climate Fonds', 'HTGF | High-Tech Gruenderfonds', 'Max Planck Foundation', 'Plural Platform', 'redalpine', 'UVC Partners', 'Visionaries Tomorrow', 'Wilbe Capital']",000000
006574,Proxima Fusion,Seed,15000000.0,2024-07-15,EIC Accelerator,1.0,['EIC Accelerator'],000000
006575,Proxima Fusion,Grant,2500000.0,2024-07-15,EIC Accelerator,1.0,['EIC Accelerator'],000000
006576,Qualiwise,Pre-Seed,,2024-08-27,123 Ventures,1.0,['123 Ventures'],000000
006577,Reactive Robotics,Venture - Series Unknown,2500000.0,2024-09-16,,4.0,"['Dr. Doll', 'Henrik Schunk', 'Stephan Huber', 'The TQ Group']",000156
006578,Rebike Mobility,Venture - Series Unknown,13000000.0,2024-10-23,Decathlon Pulse,5.0,"['Circularity Capital', 'Decathlon Pulse', 'Parkshore Holding', 'Tengelmann Ventures', 'Vorwerk Ventures']",000158
006579,Reev,Series A,10000000.0,2024-05-21,"Blue Earth Capital, Future Energy Ventures",2.0,"['Blue Earth Capital', 'Future Energy Ventures']",000160
006580,Rencore,Angel,,2024-01-20,,6.0,"['Christian Dahlen', 'Flixfounders', 'Hannes Ametsreiter', 'Lin Gong Deutschmann', 'Martin Reitenspiess', 'New Forge']",000163
006581,Siemens,Post-IPO Debt,300000000.0,2024-09-04,,5.0,"['Bayern LB', 'DekaBank', 'DZ BANK', 'Helaba', 'Landesbank Baden Wurttemberg']",000000
006582,Siemens,Grant,1500000.0,2024-09-17,US Department of Energy,1.0,['US Department of Energy'],000000
006583,simpleclub,Venture - Series Unknown,4000000.0,2024-05-15,3VC,4.0,"['10x Founders', '3VC', 'Bonsai Partners', 'HV Capital']",000171
006584,Sinpex,Venture - Series Unknown,4000000.0,2024-01-11,"ACE Ventures, TX Ventures",7.0,"['ACE Ventures', 'AI.FUND', 'EquityPitcher Ventures', 'Michael Stephan', 'Serge Marquie', 'Stefan Loacker', 'TX Ventures']",000172
006585,Smart Reporting,Series C,23000000.0,2024-04-22,TVM Capital Life Science,2.0,"['Bayern Kapital', 'TVM Capital Life Science']",000000
006586,SPiNE,Seed,1500000.0,2024-09-29,"Bayern Kapital, Verbund X Ventures",4.0,"['Bayern Kapital', 'Scrape Ventures', 'Super Angels', 'Verbund X Ventures']",000000
006587,spiritory,Venture - Series Unknown,,2024-10-09,,1.0,['Ludwig Fresenius Pioneer Ventures'],000000
006588,StoryBox,Series A,5500000.0,2024-06-19,Wille Finance,5.0,"['BayBG Venture Capital', 'CK Venture Capital', 'Gateway Ventures', 'HTGF | High-Tech Gruenderfonds', 'Wille Finance']",000182
006589,StrategyBridgeAI,Pre-Seed,,2024-12-03,D11Z.Ventures,3.0,"['Bayern Kapital', 'D11Z.Ventures', 'Kai Hesselmann']",000000
006590,The Exploration Company,Series B,150000000.0,2024-11-17,"Balderton Capital, Plural Platform",12.0,"['Balderton Capital', 'Bayern Kapital', 'Bessemer Venture Partners', 'Bpifrance', 'Cherry Ventures', 'DeepTech & Climate Fonds', 'EQT Ventures', 'NGP Capital', 'Omnes Capital', 'Plural Platform', 'Promus Ventures', 'Red River West']",000000
