ID,Organization Name,Industries,Description,CB Rank (Company),Founded Date,Exit Date,Website,Twitter,Facebook,LinkedIn,Full Description,Industry Groups,Number of Founders,Number of Employees,Founders,Number of Funding Rounds,Last Funding Date,Last Funding Amount,Last Funding Type,Total Funding Amount (in USD),Top 5 Investors,Number of Lead Investors,Number of Investors,Number of Acquisitions,Acquisition Status,Acquired by,Announced Date Acquisition,IPO,followers,employeeCount,employeeCountRange,employeeCountRangeMin,employeeCountRangeMax
000368,BEAT81,"['Fitness', 'Mobile Apps', 'Training']","BEAT81 is the most interactive, intelligent and intense group fitness experience on the market.","25,431",2017-01-01,,https://www.beat81.com/de/,https://twitter.com/beat81_fitness,https://www.facebook.com/beat81berlin/,https://www.linkedin.com/company/gritspot,"BEAT81 is the most interactive, intelligent and intense group fitness experience on the market.","['Apps', 'Education', 'Mobile', 'Software', 'Sports']",3.0,75.5,"David Rheinbay, Moritz Vossenberg, Tim Dettmann",3,2022-03-15,,Seed,6990639.0,"EQT Ventures, Possible Ventures, Atlantic Labs, Expedite Ventures",2.0,4.0,1.0,Made Acquisitions,,,0,5170,238,51-200,51,200
000369,Beazy,"['Content', 'Film Production', 'Marketplace', 'Photography', 'SaaS', 'Sharing Economy', 'Software']","Beazy Is A SaaS-Enabled Marketplace For Content Production. Customers include H&M, Gorillas, Bolt, Zalando, Pinterest & many more.","77,267",2019-03-01,,https://www.beazy.co,,https://facebook.com/beazytheapp,https://linkedin.com/company/beazy,"Beazy is an all-in-one platform for content production. We help companies find the creatives, equipment and locations they need for their photo/video productions and give them collaborative tools to manage everything in one place.","['Commerce and Shopping', 'Content and Publishing', 'Media and Entertainment', 'Other', 'Software', 'Video']",3.0,5.5,"Daniel Montenegro, Jonas Ngoenha, Julia Besson",5,2023-02-10,,Seed,772648.0,"Google for Startups, Hitchhiker Ventures, BTQ Ventures",0.0,3.0,1.0,Made Acquisitions,,,0,1860,13,11-50,11,50
000370,Becanex,['Chemical'],Becanex is a patented cannabis extraction company.,"127,066",2018-01-01,,https://www.becanex.com/,,,https://www.linkedin.com/company/becanex/,Becanex is a patented cannabis extraction business that creates CBD oil using its technology. It extracts active ingredients and develops drug delivery systems to give access to the healing power of cannabis.,['Science and Engineering'],2.0,30.5,"Eral Osmanoglou, Sebastian Kamphorst",1,2021-01-06,765000.0,Seed,943891.0,IBB Ventures,0.0,1.0,0.0,,,,0,1173,12,11-50,11,50
000371,Beelinguapp,"['Books', 'E-Learning', 'Education', 'Software']","Beelinguapp gives the power to read, listen and understand a second language; with karaoke audiobooks and side by side reading.","41,425",2016-01-01,,http://www.beelinguapp.com,https://www.twitter.com/thebeelinguapp,https://www.facebook.com/beelinguapp,https://www.linkedin.com/company/beelinguapp,"Beelinguapp is a language learning software that functions as a Karaoke Audiobook, it shows the text being played in two different languages side by side. It plays audio reading the text and shows a karaoke animation on both sides. Users read along in the language they are learning, while having the text in their native language as a reference.","['Content and Publishing', 'Education', 'Media and Entertainment', 'Software']",2.0,30.5,"David Montiel, Eva Drago",2,2020-09-29,1100000.0,Pre-Seed,1100000.0,"Techstars, Joyance Partners, EquityPitcher Ventures",1.0,3.0,0.0,,,,0,1261,16,11-50,11,50
000372,Beets&Roots,"['Food and Beverage', 'Hospitality']",Beets & Roots is a new fast casual restaurant in the heart of Berlin-Mitte,"88,797",2016-05-01,,http://www.beetsandroots.de,,https://www.facebook.com/beetsandroots/,https://www.linkedin.com/company/beets&roots-gmbh/about/,"beets&roots was founded by a Michelin star chef and a business savvy entrepreneur. The inspiration? The lack of freshly prepared, healthy lunch options throughout Germany. The motivation? To become the destination for delicious, seasonal, health-conscious food. beets&roots was born in Berlin and embodies the open-minded global mindset of their hometown.","['Food and Beverage', 'Travel and Tourism']",2.0,75.5,"Maximilian Kochen, Michelin Star",1,2024-02-01,500000.0,Series B,543719.0,Skybrain GmbH,0.0,1.0,0.0,,,,0,1788,68,51-200,51,200
000373,beFelix,"['Information Technology', 'Internet', 'Software']",beFelix is a business intelligence tool that helps its users to navigate through relevant sources of knowledge and exchange information.,"1,670,994",2015-01-01,,,,,,beFelix is a business intelligence tool that helps its users to navigate through relevant sources of knowledge and exchange information. ,"['Information Technology', 'Internet Services', 'Software']",2.259757738896366,5.5,,1,2016-10-04,,Angel,,ABC Accelerator,0.0,1.0,0.0,,,,0,,,,,
000374,Belyntic,"['Biotechnology', 'Health Care', 'Life Science', 'Pharmaceutical']",Novel paradigm-shifting vaccines with emphasis on cellular immunity,"104,376",2018-05-01,2022-11-17,https://belyntic.com/,https://twitter.com/belyntic,https://www.facebook.com/Belyntic/,https://www.linkedin.com/company/belyntic/about/,"Belyntic creates novel vaccines for viral diseases with unmet medical need. We have developed and validated a new platform technology, that generates self-adjuvant synthetic long peptides for a safe and durable induction of cellular immunity.","['Biotechnology', 'Health Care', 'Science and Engineering']",2.0,5.5,"Andreas Regnery, Oliver Reimann",5,2021-11-08,700000.0,Non-equity Assistance,3788227.0,"HTGF | High-Tech Gruenderfonds, EXIST, Federal Ministry for Economic Affairs and Energy (BMWi), Investitionsbank Berlin, Till Knorr",4.0,5.0,0.0,Was Acquired,Mesa Laboratories,2022-11-17,0,1390,2,2-10,2,10
000375,Ben Fleet Services GmbH,"['Automotive', 'Last Mile Transportation', 'Professional Services', 'Service Industry', 'Transportation']",Ben Fleet Services is the infrastructure provider for the mobility of the future.,"188,046",2018-12-07,,https://www.benfleetservices.com/,https://twitter.com/BenFleetService,https://www.facebook.com/benfleetservices,https://www.linkedin.com/company/ben-fleet-services-gmbh,"Ben Fleet Services is the infrastructure provider for the mobility of the future. We were founded by EnBW AG and the Berlin-based company builder Bridgemaker and we want to revolutionize the service market for all fleet vehicles. With digital interfaces, our flexible and comprehensive range of services is efficiently integrated into our customers' existing systems. Our product portfolio includes all services required for the care and maintenance of fleet vehicles , i.e. on-site cleaning, damage and condition documentation, smart-repair, relocation, as well as charging and refueling.","['Other', 'Transportation']",1.0,75.5,Axel Kalisch,1,2020-11-24,5500000.0,Corporate Round,6543607.0,"EnBW, Bâloise Holding",2.0,2.0,0.0,,,,0,OFFLINE,OFFLINE,OFFLINE,OFFLINE,OFFLINE
000376,Benefacto GmbH,"['B2B', 'B2C', 'Environmental Consulting']",Benefacto provides climate and environmental protection solutions and services for B2B and B2C customers.,"214,045",2015-12-10,,http://www.benefacto.de,,,,,"['Other', 'Professional Services']",1.0,5.5,Andreas Riedel,1,2015-12-15,125000.0,Seed,136614.0,Wawayaro GmbH,0.0,1.0,0.0,,,,0,,,,,
000377,Beovita Vital,"['Dental', 'Health Care', 'Medical']",Beovita Vital is provides health care products for gum problems.,"2,001,752",2017-01-01,,https://www.parodont-gel.de/,,https://www.facebook.com/parodontcreme/,,"The periodont gum care gel is suitable as an accompanying care for gum problems such as periodontal disease, bleeding gums and ...",['Health Care'],2.259757738896366,5.5,,1,2018-01-01,,Seed,,seed + speed Ventures,1.0,1.0,0.0,,,,0,,,,,
000378,BERLIN GREEN,"['Cannabis', 'Consumer Electronics', 'Internet of Things']","Berlin Green is a gardening company that offers growing plants in homes using an automated daylight system, smart watering, and sensors.","266,316",2018-02-04,,https://berlingreen.com/,,https://www.facebook.com/BerlinGreen.tech/,https://www.linkedin.com/company/berlingreen,"We bring nature home - with the unity of technology, design, and craftsmanship. Grow anything you want, all year round.  Smart and modular Indoor Gardens. Nominated to the German Design Award 2020.","['Community and Lifestyle', 'Consumer Electronics', 'Food and Beverage', 'Hardware', 'Health Care', 'Internet Services']",2.0,30.5,"Filip Wawrzyniak, Olga Blaszak",3,2023-03-01,,Seed,,"NCA, bValue Fund",1.0,2.0,0.0,,,,0,2555,12,11-50,11,50
000379,Berlin Space Consortium,['Aerospace'],Berlin Space Consortium is a local space technology network in the larger Berlin area that mainly consists of space specialists.,"191,830",2016-01-01,,https://www.berlin-space-consortium.de,,,https://www.linkedin.com/company/berlin-space-consortium,Berlin Space Consortium is a local space technology network in the larger Berlin area that mainly consists of space specialists from different SMEs and research organisations. The local partners are complemented by global space technology specialists for critical subsystems and components such as innovative space propulsion systems.,['Science and Engineering'],1.0,5.5,Norbert Alexander Pilz,1,2018-08-01,71429.0,Grant,83304.0,EASME,0.0,1.0,0.0,,,,0,282,4,11-50,11,50
000380,Berliner Berg,"['Brewing', 'Craft Beer', 'Wine And Spirits']",Berliner Berg is a brewery that engages in small-batch craft beer.,"401,775",2015-01-01,,http://berlinerberg.com,https://www.twitter.com/berliner_berg,https://www.facebook.com/berlinerberg,https://www.linkedin.com/company/berliner-berg,"Berliner Berg is a beverage company. They combine the traditional art of brewing with the ideas of the craft beer movement. Their beers include wet hop IPA, berliner weisse, pilsner, non-alcoholic beer, pale ale, lager, and camp",['Food and Beverage'],2.0,5.5,"Finn Age Haensel, Uli Erxleben",1,2016-06-01,,Seed,,Menden Ventures Consulting,1.0,1.0,0.0,,,,0,661,11,11-50,11,50
000381,BETAFASHION,"['Analytics', 'E-Commerce', 'Fashion', 'Predictive Analytics', 'SaaS', 'Sales Automation', 'Software']","SaaS, B2B, Fashion, predictive analytics, automation","1,574,918",2018-12-01,,https://beta.fashion,,,https://www.linkedin.com/company/12664482/admin/,BETAFASHION automates and streamlines the time-consuming process of merchandise planning and allocation and is one of the first B2B SaaS provider to optimise this area for Brands. It automates the entire planning and communication process to be able to allocate always the right product to all retailers (online & offline).,"['Artificial Intelligence (AI)', 'Clothing and Apparel', 'Commerce and Shopping', 'Data and Analytics', 'Design', 'Information Technology', 'Sales and Marketing', 'Software']",3.0,5.5,"Mauricio Warchaftig, Sebastian Rieder, Stefan Vob",1,2019-04-01,,Pre-Seed,,APX,1.0,1.0,0.0,,,,0,1266,0,11-50,11,50
000382,Betriebsarzt Service,['Health Care'],Betriebsarzt Service is an occupational health and safety service for fast-scaling and established businesses.,"75,080",2018-01-01,,https://www.betriebsarztservice.de/,,,https://www.linkedin.com/company/betriebsarztservice-holding-gmbh,"Betriebsarzt Service offer you an uncomplicated, high-quality and reliable occupational health and safety-related care adapted to the needs of your employees and your company.  They specialize in companies in growth and consolidation phases as well as industries that are subject to rapid change. Acute needs, such as the examination of electrical equipment, medical check-ups and all other occupational health and safety services, you can book with us individually!",['Health Care'],2.259757738896366,75.5,,1,2022-11-22,6800000.0,Series A,7011466.0,"Impact Partners, Heartbeat Labs",0.0,2.0,0.0,,,,0,632,27,51-200,51,200
